time,min_depth,max_depth,failure
1.74935e+07,3.1,3.4,1
1.74953e+07,3.1,3.4,1
1.74962e+07,3.1,3.4,1
1.74971e+07,3.1,3.4,1
1.7498e+07,3.1,3.4,1
1.74989e+07,3.1,3.4,1
1.74998e+07,3.1,3.4,1
1.75133e+07,3.1,3.4,1
1.75142e+07,3.1,3.4,1
1.75187e+07,3.1,3.4,1
1.75196e+07,3.1,3.4,1
1.76294e+07,3.1,3.4,1
1.76303e+07,3.1,3.4,1
1.76312e+07,3.1,3.4,1
1.76321e+07,3.1,3.4,1
1.7633e+07,3.1,3.4,1
1.76339e+07,3.1,3.4,1
1.76429e+07,3.1,3.4,1
1.76438e+07,3.1,3.4,1
1.76519e+07,3.1,3.4,1
1.76528e+07,3.1,3.4,1
1.76555e+07,3.1,3.4,1
1.76564e+07,3.1,3.4,1
1.76573e+07,3.1,3.4,1
1.76591e+07,3.1,3.4,1
1.766e+07,3.1,3.4,1
1.76609e+07,3.1,3.4,1
1.76618e+07,3.1,3.4,1
1.76627e+07,3.1,3.4,1
1.76645e+07,3.1,3.4,1
1.76708e+07,3.1,3.4,1
1.76726e+07,3.1,3.4,1
1.76735e+07,3.1,3.4,1
1.76744e+07,3.1,3.4,1
1.76753e+07,3.1,3.4,1
1.76771e+07,3.1,3.4,1
1.76798e+07,3.1,3.4,1
1.76807e+07,3.1,3.4,1
1.76843e+07,3.1,3.4,1
1.7687e+07,3.1,3.4,1
1.76888e+07,3.1,3.4,1
1.76897e+07,3.1,3.4,1
1.77212e+07,3.1,3.4,1
1.77221e+07,3.1,3.4,1
1.77428e+07,3.1,3.4,1
1.77437e+07,3.1,3.4,1
1.77608e+07,3.1,3.4,1
1.77626e+07,3.1,3.4,1
1.77635e+07,3.1,3.4,1
1.77662e+07,3.1,3.4,1
1.77671e+07,3.1,3.4,1
1.7768e+07,3.1,3.4,1
1.77689e+07,3.1,3.4,1
1.77698e+07,3.1,3.4,1
1.77734e+07,3.1,3.4,1
1.77743e+07,3.1,3.4,1
1.77851e+07,3.1,3.4,1
1.7786e+07,3.1,3.4,1
1.77869e+07,3.1,3.4,1
1.77887e+07,3.1,3.4,1
1.77896e+07,3.1,3.4,1
1.77905e+07,3.1,3.4,1
1.77923e+07,3.1,3.4,1
1.7795e+07,3.1,3.4,1
1.77959e+07,3.1,3.4,1
1.77977e+07,3.1,3.4,1
1.77986e+07,3.1,3.4,1
1.7804e+07,3.1,3.4,1
1.78049e+07,3.1,3.4,1
1.79165e+07,3.1,3.4,1
1.79174e+07,3.1,3.4,1
1.79183e+07,3.1,3.4,1
1.79192e+07,3.1,3.4,1
1.7921e+07,3.1,3.4,1
1.7984e+07,3.1,3.4,1
1.79849e+07,3.1,3.4,1
1.79867e+07,3.1,3.4,1
1.79876e+07,3.1,3.4,1
1.79921e+07,3.1,3.4,1
1.7993e+07,3.1,3.4,1
1.79939e+07,3.1,3.4,1
1.79948e+07,3.1,3.4,1
1.79957e+07,3.1,3.4,1
1.80092e+07,3.1,3.4,1
1.80101e+07,3.1,3.4,1
1.80137e+07,3.1,3.4,1
1.80146e+07,3.1,3.4,1
1.80461e+07,3.1,3.4,1
1.80479e+07,3.1,3.4,1
1.83953e+07,3.1,3.4,1
1.83962e+07,3.1,3.4,1
1.83971e+07,3.1,3.4,1
1.8398e+07,3.1,3.4,1
1.84016e+07,3.1,3.4,1
1.84025e+07,3.1,3.4,1
1.84034e+07,3.1,3.4,1
1.84043e+07,3.1,3.4,1
1.84115e+07,3.1,3.4,1
1.84124e+07,3.1,3.4,1
1.84268e+07,3.1,3.4,1
1.84277e+07,3.1,3.4,1
1.84538e+07,3.1,3.4,1
1.84547e+07,3.1,3.4,1
1.84565e+07,3.1,3.4,1
1.84574e+07,3.1,3.4,1
1.84673e+07,3.1,3.4,1
1.84682e+07,3.1,3.4,1
1.84718e+07,3.1,3.4,1
1.84727e+07,3.1,3.4,1
1.84772e+07,3.1,3.4,1
1.84781e+07,3.1,3.4,1
1.8479e+07,3.1,3.4,1
1.84943e+07,3.1,3.4,1
1.84952e+07,3.1,3.4,1
1.84961e+07,3.1,3.4,1
1.85024e+07,3.1,3.4,1
1.85033e+07,3.1,3.4,1
1.85051e+07,3.1,3.4,1
1.8506e+07,3.1,3.4,1
1.85933e+07,3.1,3.4,1
1.85942e+07,3.1,3.4,1
1.85951e+07,3.1,3.4,1
1.8596e+07,3.1,3.4,1
1.8605e+07,3.1,3.4,1
1.86059e+07,3.1,3.4,1
1.865e+07,3.1,3.4,1
1.86509e+07,3.1,3.4,1
1.86518e+07,3.1,3.4,1
1.86527e+07,3.1,3.4,1
1.86806e+07,3.1,3.4,1
1.86824e+07,3.1,3.4,1
1.86833e+07,3.1,3.4,1
1.86851e+07,3.1,3.4,1
1.8686e+07,3.1,3.4,1
1.86905e+07,3.1,3.4,1
1.86923e+07,3.1,3.4,1
1.86932e+07,3.1,3.4,1
1.8695e+07,3.1,3.4,1
1.86959e+07,3.1,3.4,1
1.86968e+07,3.1,3.4,1
1.86986e+07,3.1,3.4,1
1.86995e+07,3.1,3.4,1
1.87013e+07,3.1,3.4,1
1.87022e+07,3.1,3.4,1
1.87049e+07,3.1,3.4,1
1.87067e+07,3.1,3.4,1
1.87076e+07,3.1,3.4,1
1.87085e+07,3.1,3.4,1
1.87094e+07,3.1,3.4,1
1.87508e+07,3.1,3.4,1
1.87517e+07,3.1,3.4,1
1.87526e+07,3.1,3.4,1
1.87544e+07,3.1,3.4,1
1.87553e+07,3.1,3.4,1
1.87643e+07,3.1,3.4,1
1.87652e+07,3.1,3.4,1
1.87661e+07,3.1,3.4,1
1.87724e+07,3.1,3.4,1
1.87733e+07,3.1,3.4,1
1.87742e+07,3.1,3.4,1
1.87769e+07,3.1,3.4,1
1.87778e+07,3.1,3.4,1
1.87787e+07,3.1,3.4,1
1.883e+07,3.1,3.4,1
1.88309e+07,3.1,3.4,1
1.89488e+07,3.1,3.4,1
1.89497e+07,3.1,3.4,1
1.89524e+07,3.1,3.4,1
1.8956e+07,3.1,3.4,1
1.89569e+07,3.1,3.4,1
1.89578e+07,3.1,3.4,1
1.89596e+07,3.1,3.4,1
1.89605e+07,3.1,3.4,1
1.89632e+07,3.1,3.4,1
1.89641e+07,3.1,3.4,1
1.8965e+07,3.1,3.4,1
1.89677e+07,3.1,3.4,1
1.89686e+07,3.1,3.4,1
1.89731e+07,3.1,3.4,1
1.8974e+07,3.1,3.4,1
1.89749e+07,3.1,3.4,1
1.89758e+07,3.1,3.4,1
1.89767e+07,3.1,3.4,1
1.89776e+07,3.1,3.4,1
1.89785e+07,3.1,3.4,1
1.89794e+07,3.1,3.4,1
1.89803e+07,3.1,3.4,1
1.89812e+07,3.1,3.4,1
1.8983e+07,3.1,3.4,1
1.89839e+07,3.1,3.4,1
1.89848e+07,3.1,3.4,1
1.89857e+07,3.1,3.4,1
1.89866e+07,3.1,3.4,1
1.89875e+07,3.1,3.4,1
1.89884e+07,3.1,3.4,1
1.89893e+07,3.1,3.4,1
1.89902e+07,3.1,3.4,1
1.89911e+07,3.1,3.4,1
1.96445e+07,3.1,3.4,1
1.96454e+07,3.1,3.4,1
1.96472e+07,3.1,3.4,1
1.96481e+07,3.1,3.4,1
1.9649e+07,3.1,3.4,1
1.96499e+07,3.1,3.4,1
1.96508e+07,3.1,3.4,1
1.96526e+07,3.1,3.4,1
1.96535e+07,3.1,3.4,1
1.96553e+07,3.1,3.4,1
1.96562e+07,3.1,3.4,1
1.96598e+07,3.1,3.4,1
1.96607e+07,3.1,3.4,1
1.97138e+07,3.1,3.4,1
1.97147e+07,3.1,3.4,1
1.97165e+07,3.1,3.4,1
1.97174e+07,3.1,3.4,1
1.97264e+07,3.1,3.4,1
1.97282e+07,3.1,3.4,1
1.97291e+07,3.1,3.4,1
2.03915e+07,3.1,3.4,1
2.03924e+07,3.1,3.4,1
2.03933e+07,3.1,3.4,1
2.03951e+07,3.1,3.4,1
2.03969e+07,3.1,3.4,1
2.03987e+07,3.1,3.4,1
2.04905e+07,3.1,3.4,1
2.04914e+07,3.1,3.4,1
2.05202e+07,3.1,3.4,1
2.05211e+07,3.1,3.4,1
2.0522e+07,3.1,3.4,1
2.05229e+07,3.1,3.4,1
2.05238e+07,3.1,3.4,1
2.05247e+07,3.1,3.4,1
2.07317e+07,3.1,3.4,1
2.07326e+07,3.1,3.4,1
2.12618e+07,3.1,3.4,1
2.12627e+07,3.1,3.4,1
2.12636e+07,3.1,3.4,1
2.12654e+07,3.1,3.4,1
2.12726e+07,3.1,3.4,1
2.12735e+07,3.1,3.4,1
2.12753e+07,3.1,3.4,1
2.12762e+07,3.1,3.4,1
2.1296e+07,3.1,3.4,1
2.12969e+07,3.1,3.4,1
2.13104e+07,3.1,3.4,1
2.13113e+07,3.1,3.4,1
2.13122e+07,3.1,3.4,1
2.13149e+07,3.1,3.4,1
2.13158e+07,3.1,3.4,1
2.13167e+07,3.1,3.4,1
2.13185e+07,3.1,3.4,1
2.13194e+07,3.1,3.4,1
2.13212e+07,3.1,3.4,1
2.13221e+07,3.1,3.4,1
2.13248e+07,3.1,3.4,1
2.13257e+07,3.1,3.4,1
2.1368e+07,3.1,3.4,1
2.13698e+07,3.1,3.4,1
2.13725e+07,3.1,3.4,1
2.13734e+07,3.1,3.4,1
2.13743e+07,3.1,3.4,1
2.13752e+07,3.1,3.4,1
2.13797e+07,3.1,3.4,1
2.13815e+07,3.1,3.4,1
2.13824e+07,3.1,3.4,1
2.13842e+07,3.1,3.4,1
2.1386e+07,3.1,3.4,1
2.13869e+07,3.1,3.4,1
2.13878e+07,3.1,3.4,1
2.13887e+07,3.1,3.4,1
2.13905e+07,3.1,3.4,1
2.13923e+07,3.1,3.4,1
2.13932e+07,3.1,3.4,1
2.13941e+07,3.1,3.4,1
2.1395e+07,3.1,3.4,1
2.13959e+07,3.1,3.4,1
2.13968e+07,3.1,3.4,1
2.13977e+07,3.1,3.4,1
2.13986e+07,3.1,3.4,1
2.13995e+07,3.1,3.4,1
2.14004e+07,3.1,3.4,1
2.14013e+07,3.1,3.4,1
2.14022e+07,3.1,3.4,1
2.14031e+07,3.1,3.4,1
2.1404e+07,3.1,3.4,1
2.14049e+07,3.1,3.4,1
2.14058e+07,3.1,3.4,1
2.14066e+07,3.1,3.4,1
2.14076e+07,3.1,3.4,1
2.14085e+07,3.1,3.4,1
2.1412e+07,3.1,3.4,1
2.1413e+07,3.1,3.4,1
2.14139e+07,3.1,3.4,1
2.14166e+07,3.1,3.4,1
2.14184e+07,3.1,3.4,1
2.14202e+07,3.1,3.4,1
2.14211e+07,3.1,3.4,1
2.14229e+07,3.1,3.4,1
2.14238e+07,3.1,3.4,1
2.14346e+07,3.1,3.4,1
2.14364e+07,3.1,3.4,1
2.14778e+07,3.1,3.4,1
2.14787e+07,3.1,3.4,1
2.14796e+07,3.1,3.4,1
2.14805e+07,3.1,3.4,1
2.14832e+07,3.1,3.4,1
2.14841e+07,3.1,3.4,1
2.14868e+07,3.1,3.4,1
2.14904e+07,3.1,3.4,1
2.14913e+07,3.1,3.4,1
2.14922e+07,3.1,3.4,1
2.14949e+07,3.1,3.4,1
2.14958e+07,3.1,3.4,1
2.18278e+07,3.1,3.4,1
2.18288e+07,3.1,3.4,1
2.18297e+07,3.1,3.4,1
2.18315e+07,3.1,3.4,1
2.18342e+07,3.1,3.4,1
2.18351e+07,3.1,3.4,1
2.18846e+07,3.1,3.4,1
2.18854e+07,3.1,3.4,1
2.22688e+07,3.1,3.4,1
2.22697e+07,3.1,3.4,1
2.22706e+07,3.1,3.4,1
2.26118e+07,3.1,3.4,1
2.26136e+07,3.1,3.4,1
2.26181e+07,3.1,3.4,1
2.2619e+07,3.1,3.4,1
2.26676e+07,3.1,3.4,1
2.26684e+07,3.1,3.4,1
2.26693e+07,3.1,3.4,1
2.26702e+07,3.1,3.4,1
2.31499e+07,3.1,3.4,1
2.31508e+07,3.1,3.4,1
2.31518e+07,3.1,3.4,1
2.31527e+07,3.1,3.4,1
2.31544e+07,3.1,3.4,1
2.31553e+07,3.1,3.4,1
2.31562e+07,3.1,3.4,1
2.31572e+07,3.1,3.4,1
2.31581e+07,3.1,3.4,1
2.3159e+07,3.1,3.4,1
2.31598e+07,3.1,3.4,1
2.31607e+07,3.1,3.4,1
2.31626e+07,3.1,3.4,1
2.31644e+07,3.1,3.4,1
2.31652e+07,3.1,3.4,1
2.31742e+07,3.1,3.4,1
2.31751e+07,3.1,3.4,1
2.31796e+07,3.1,3.4,1
2.31805e+07,3.1,3.4,1
2.31832e+07,3.1,3.4,1
2.31842e+07,3.1,3.4,1
2.3185e+07,3.1,3.4,1
2.31868e+07,3.1,3.4,1
2.31877e+07,3.1,3.4,1
2.31886e+07,3.1,3.4,1
2.31896e+07,3.1,3.4,1
2.31904e+07,3.1,3.4,1
2.31913e+07,3.1,3.4,1
2.31922e+07,3.1,3.4,1
2.31931e+07,3.1,3.4,1
2.3194e+07,3.1,3.4,1
2.32436e+07,3.2,3.4,1
2.32444e+07,3.2,3.4,1
2.32678e+07,3.2,3.4,1
2.32687e+07,3.2,3.4,1
2.32795e+07,3.2,3.4,1
2.32804e+07,3.2,3.4,1
2.33326e+07,3.2,3.4,1
2.33335e+07,3.2,3.4,1
2.35333e+07,3.2,3.4,1
2.35342e+07,3.2,3.4,1
2.35369e+07,3.2,3.4,1
2.35387e+07,3.2,3.4,1
2.35396e+07,3.2,3.4,1
2.35405e+07,3.2,3.4,1
2.35414e+07,3.2,3.4,1
2.35423e+07,3.2,3.4,1
2.35432e+07,3.2,3.4,1
2.35495e+07,3.2,3.4,1
2.35504e+07,3.2,3.4,1
2.35522e+07,3.2,3.4,1
2.3554e+07,3.2,3.4,1
2.35549e+07,3.2,3.4,1
2.35558e+07,3.2,3.4,1
2.35576e+07,3.2,3.4,1
2.35585e+07,3.2,3.4,1
2.35594e+07,3.2,3.4,1
2.35603e+07,3.2,3.4,1
2.35612e+07,3.2,3.4,1
2.37448e+07,3.2,3.4,1
2.37457e+07,3.2,3.4,1
2.37475e+07,3.2,3.4,1
2.37484e+07,3.2,3.4,1
2.37502e+07,3.2,3.4,1
2.37808e+07,3.2,3.4,1
2.37817e+07,3.2,3.4,1
2.37826e+07,3.2,3.4,1
2.37835e+07,3.2,3.4,1
2.3788e+07,3.2,3.4,1
2.37889e+07,3.2,3.4,1
2.37907e+07,3.2,3.4,1
2.37916e+07,3.2,3.4,1
2.37943e+07,3.2,3.4,1
2.37952e+07,3.2,3.4,1
2.3797e+07,3.2,3.4,1
2.37979e+07,3.2,3.4,1
2.41795e+07,3.2,3.4,1
2.41804e+07,3.2,3.4,1
2.42245e+07,3.2,3.4,1
2.42254e+07,3.2,3.4,1
2.42308e+07,3.2,3.4,1
2.42317e+07,3.2,3.4,1
2.42326e+07,3.2,3.4,1
2.42335e+07,3.2,3.4,1
2.42344e+07,3.2,3.4,1
2.42398e+07,3.2,3.4,1
2.42407e+07,3.2,3.4,1
2.43136e+07,3.2,3.4,1
2.43145e+07,3.2,3.4,1
2.43154e+07,3.2,3.4,1
2.43163e+07,3.2,3.4,1
2.4328e+07,3.2,3.4,1
2.43289e+07,3.2,3.4,1
2.43298e+07,3.2,3.4,1
2.43307e+07,3.2,3.4,1
2.43325e+07,3.2,3.4,1
2.43334e+07,3.2,3.4,1
2.43343e+07,3.2,3.4,1
2.43352e+07,3.2,3.4,1
2.43424e+07,3.2,3.4,1
2.43433e+07,3.2,3.4,1
2.4427e+07,3.2,3.4,1
2.44279e+07,3.2,3.4,1
2.44315e+07,3.2,3.4,1
2.54305e+07,3.2,3.4,1
2.54314e+07,3.2,3.4,1
2.54323e+07,3.2,3.4,1
2.54332e+07,3.2,3.4,1
2.55277e+07,3.2,3.4,1
2.55286e+07,3.2,3.4,1
2.55295e+07,3.2,3.4,1
2.55304e+07,3.2,3.4,1
2.55313e+07,3.2,3.4,1
2.55331e+07,3.2,3.4,1
2.5534e+07,3.2,3.4,1
2.55358e+07,3.2,3.4,1
2.55367e+07,3.2,3.4,1
2.55376e+07,3.2,3.4,1
2.55394e+07,3.2,3.4,1
2.55403e+07,3.2,3.4,1
2.57788e+07,3.2,3.4,1
2.57806e+07,3.2,3.4,1
2.57986e+07,3.2,3.4,1
2.57995e+07,3.2,3.4,1
2.58472e+07,3.2,3.4,1
2.58481e+07,3.2,3.4,1
2.5849e+07,3.2,3.4,1
2.58499e+07,3.2,3.4,1
2.5858e+07,3.2,3.4,1
2.58589e+07,3.2,3.4,1
2.58598e+07,3.2,3.4,1
2.58607e+07,3.2,3.4,1
2.58616e+07,3.2,3.4,1
2.58625e+07,3.2,3.4,1
2.58634e+07,3.2,3.4,1
2.58643e+07,3.2,3.4,1
2.58661e+07,3.2,3.4,1
2.58697e+07,3.2,3.4,1
2.58958e+07,3.2,3.4,1
2.58967e+07,3.2,3.4,1
2.6182e+07,3.2,3.4,1
2.61829e+07,3.2,3.4,1
2.61838e+07,3.2,3.4,1
2.61847e+07,3.2,3.4,1
2.61856e+07,3.2,3.4,1
2.61865e+07,3.2,3.4,1
2.61874e+07,3.2,3.4,1
2.61883e+07,3.2,3.4,1
2.61892e+07,3.2,3.4,1
2.61901e+07,3.2,3.4,1
2.62e+07,3.2,3.4,1
2.62009e+07,3.2,3.4,1
2.62027e+07,3.2,3.4,1
2.62036e+07,3.2,3.4,1
2.62063e+07,3.2,3.4,1
2.62072e+07,3.2,3.4,1
2.62081e+07,3.2,3.4,1
2.6209e+07,3.2,3.4,1
2.62108e+07,3.2,3.4,1
2.62117e+07,3.2,3.4,1
2.62126e+07,3.2,3.4,1
2.66203e+07,3.2,3.4,1
2.66212e+07,3.2,3.4,1
2.66365e+07,3.2,3.4,1
2.66374e+07,3.2,3.4,1
2.66401e+07,3.2,3.4,1
2.6641e+07,3.2,3.4,1
2.66491e+07,3.2,3.4,1
2.665e+07,3.2,3.4,1
2.66716e+07,3.2,3.4,1
2.66725e+07,3.2,3.4,1
2.66734e+07,3.2,3.4,1
2.66743e+07,3.2,3.4,1
2.7838e+07,3.2,3.4,1
2.78389e+07,3.2,3.4,1
2.78398e+07,3.2,3.4,1
2.78416e+07,3.2,3.4,1
2.78713e+07,3.2,3.4,1
2.78722e+07,3.2,3.4,1
2.79406e+07,3.2,3.4,1
2.79415e+07,3.2,3.4,1
2.79424e+07,3.2,3.4,1
2.79433e+07,3.2,3.4,1
2.79442e+07,3.2,3.4,1
2.7946e+07,3.2,3.4,1
2.79469e+07,3.2,3.4,1
2.79478e+07,3.2,3.4,1
2.79487e+07,3.2,3.4,1
2.79496e+07,3.2,3.4,1
2.79505e+07,3.2,3.4,1
2.87776e+07,3.2,3.4,1
2.87785e+07,3.2,3.4,1
2.87794e+07,3.2,3.4,1
2.87803e+07,3.2,3.4,1
2.87812e+07,3.2,3.4,1
2.8783e+07,3.2,3.4,1
2.91214e+07,3.2,3.4,1
2.91223e+07,3.2,3.4,1
2.92294e+07,3.2,3.4,1
2.92303e+07,3.2,3.4,1
